festival_performer_id,performer_id,festival_id,festival_period
204219,741,36,"[2025-12-01, 2025-12-04)"
204220,749,36,"[2025-12-01, 2025-12-04)"
204221,581,36,"[2025-12-01, 2025-12-04)"
204223,666,36,"[2025-12-01, 2025-12-04)"
204225,236,36,"[2025-12-01, 2025-12-04)"
204230,459,36,"[2025-12-01, 2025-12-04)"
204236,129,37,"[2025-11-05, 2025-11-11)"
204237,55,37,"[2025-11-05, 2025-11-11)"
204238,96,37,"[2025-11-05, 2025-11-11)"
204241,112,37,"[2025-11-05, 2025-11-11)"
204243,631,37,"[2025-11-05, 2025-11-11)"
204245,698,37,"[2025-11-05, 2025-11-11)"
204250,753,37,"[2025-11-05, 2025-11-11)"
204254,845,37,"[2025-11-05, 2025-11-11)"
204260,222,37,"[2025-11-05, 2025-11-11)"
204261,8,37,"[2025-11-05, 2025-11-11)"
204263,448,37,"[2025-11-05, 2025-11-11)"
204265,44,37,"[2025-11-05, 2025-11-11)"
204266,423,37,"[2025-11-05, 2025-11-11)"
204267,591,37,"[2025-11-05, 2025-11-11)"
204271,394,37,"[2025-11-05, 2025-11-11)"
204276,984,37,"[2025-11-05, 2025-11-11)"
204278,877,37,"[2025-11-05, 2025-11-11)"
204280,338,37,"[2025-11-05, 2025-11-11)"
204282,508,37,"[2025-11-05, 2025-11-11)"
204287,727,37,"[2025-11-05, 2025-11-11)"
204288,73,37,"[2025-11-05, 2025-11-11)"
204291,147,37,"[2025-11-05, 2025-11-11)"
204292,158,37,"[2025-11-05, 2025-11-11)"
204294,549,37,"[2025-11-05, 2025-11-11)"
204295,581,37,"[2025-11-05, 2025-11-11)"
204296,438,37,"[2025-11-05, 2025-11-11)"
204297,299,37,"[2025-11-05, 2025-11-11)"
204298,155,37,"[2025-11-05, 2025-11-11)"
204299,986,37,"[2025-11-05, 2025-11-11)"
204301,140,37,"[2025-11-05, 2025-11-11)"
204302,539,37,"[2025-11-05, 2025-11-11)"
204306,880,37,"[2025-11-05, 2025-11-11)"
204308,601,37,"[2025-11-05, 2025-11-11)"
204315,507,37,"[2025-11-05, 2025-11-11)"
204316,319,37,"[2025-11-05, 2025-11-11)"
204319,35,37,"[2025-11-05, 2025-11-11)"
204320,847,37,"[2025-11-05, 2025-11-11)"
204321,937,37,"[2025-11-05, 2025-11-11)"
204323,253,37,"[2025-11-05, 2025-11-11)"
204325,688,37,"[2025-11-05, 2025-11-11)"
204326,653,37,"[2025-11-05, 2025-11-11)"
204328,887,37,"[2025-11-05, 2025-11-11)"
204329,460,37,"[2025-11-05, 2025-11-11)"
204332,52,38,"[2025-12-29, 2026-01-05)"
204334,336,38,"[2025-12-29, 2026-01-05)"
204335,687,38,"[2025-12-29, 2026-01-05)"
204336,128,38,"[2025-12-29, 2026-01-05)"
204337,270,38,"[2025-12-29, 2026-01-05)"
204338,45,38,"[2025-12-29, 2026-01-05)"
204339,560,38,"[2025-12-29, 2026-01-05)"
204341,432,38,"[2025-12-29, 2026-01-05)"
204343,508,38,"[2025-12-29, 2026-01-05)"
204344,392,38,"[2025-12-29, 2026-01-05)"
204346,473,38,"[2025-12-29, 2026-01-05)"
204347,709,38,"[2025-12-29, 2026-01-05)"
204348,356,38,"[2025-12-29, 2026-01-05)"
204349,120,38,"[2025-12-29, 2026-01-05)"
204350,663,38,"[2025-12-29, 2026-01-05)"
204351,343,38,"[2025-12-29, 2026-01-05)"
204352,22,38,"[2025-12-29, 2026-01-05)"
204354,686,38,"[2025-12-29, 2026-01-05)"
204355,361,38,"[2025-12-29, 2026-01-05)"
204356,75,38,"[2025-12-29, 2026-01-05)"
204357,739,38,"[2025-12-29, 2026-01-05)"
204359,498,38,"[2025-12-29, 2026-01-05)"
204360,884,38,"[2025-12-29, 2026-01-05)"
204361,698,38,"[2025-12-29, 2026-01-05)"
204362,168,38,"[2025-12-29, 2026-01-05)"
204363,671,38,"[2025-12-29, 2026-01-05)"
204365,673,38,"[2025-12-29, 2026-01-05)"
204366,711,38,"[2025-12-29, 2026-01-05)"
204368,584,38,"[2025-12-29, 2026-01-05)"
204370,59,38,"[2025-12-29, 2026-01-05)"
204371,893,38,"[2025-12-29, 2026-01-05)"
204372,717,38,"[2025-12-29, 2026-01-05)"
204373,387,38,"[2025-12-29, 2026-01-05)"
204374,194,38,"[2025-12-29, 2026-01-05)"
204375,496,38,"[2025-12-29, 2026-01-05)"
204376,396,38,"[2025-12-29, 2026-01-05)"
204377,82,38,"[2025-12-29, 2026-01-05)"
204378,803,38,"[2025-12-29, 2026-01-05)"
204379,208,38,"[2025-12-29, 2026-01-05)"
204380,570,38,"[2025-12-29, 2026-01-05)"
204381,348,38,"[2025-12-29, 2026-01-05)"
204382,684,38,"[2025-12-29, 2026-01-05)"
204383,84,38,"[2025-12-29, 2026-01-05)"
204385,283,38,"[2025-12-29, 2026-01-05)"
204386,831,38,"[2025-12-29, 2026-01-05)"
204387,966,38,"[2025-12-29, 2026-01-05)"
204388,299,38,"[2025-12-29, 2026-01-05)"
204389,415,38,"[2025-12-29, 2026-01-05)"
204390,911,38,"[2025-12-29, 2026-01-05)"
204391,450,38,"[2025-12-29, 2026-01-05)"
204392,235,38,"[2025-12-29, 2026-01-05)"
204393,926,38,"[2025-12-29, 2026-01-05)"
204394,280,38,"[2025-12-29, 2026-01-05)"
204395,459,38,"[2025-12-29, 2026-01-05)"
204397,302,38,"[2025-12-29, 2026-01-05)"
204398,612,38,"[2025-12-29, 2026-01-05)"
204399,420,38,"[2025-12-29, 2026-01-05)"
204400,759,38,"[2025-12-29, 2026-01-05)"
204401,454,38,"[2025-12-29, 2026-01-05)"
204402,713,38,"[2025-12-29, 2026-01-05)"
204403,734,38,"[2025-12-29, 2026-01-05)"
204404,495,38,"[2025-12-29, 2026-01-05)"
204405,131,38,"[2025-12-29, 2026-01-05)"
204406,536,38,"[2025-12-29, 2026-01-05)"
204407,885,38,"[2025-12-29, 2026-01-05)"
204408,91,38,"[2025-12-29, 2026-01-05)"
204409,309,38,"[2025-12-29, 2026-01-05)"
204411,275,38,"[2025-12-29, 2026-01-05)"
204412,723,38,"[2025-12-29, 2026-01-05)"
204413,192,38,"[2025-12-29, 2026-01-05)"
204414,788,38,"[2025-12-29, 2026-01-05)"
204415,815,38,"[2025-12-29, 2026-01-05)"
204416,528,38,"[2025-12-29, 2026-01-05)"
204417,606,38,"[2025-12-29, 2026-01-05)"
204418,799,38,"[2025-12-29, 2026-01-05)"
204419,930,38,"[2025-12-29, 2026-01-05)"
204420,806,38,"[2025-12-29, 2026-01-05)"
204421,935,38,"[2025-12-29, 2026-01-05)"
204422,308,38,"[2025-12-29, 2026-01-05)"
204423,760,38,"[2025-12-29, 2026-01-05)"
204424,292,38,"[2025-12-29, 2026-01-05)"
204425,347,38,"[2025-12-29, 2026-01-05)"
204426,628,38,"[2025-12-29, 2026-01-05)"
204427,427,38,"[2025-12-29, 2026-01-05)"
204428,561,38,"[2025-12-29, 2026-01-05)"
204429,666,38,"[2025-12-29, 2026-01-05)"
204430,695,38,"[2025-12-29, 2026-01-05)"
204431,926,39,"[2025-11-14, 2025-11-19)"
204433,584,39,"[2025-11-14, 2025-11-19)"
204434,874,39,"[2025-11-14, 2025-11-19)"
204436,214,39,"[2025-11-14, 2025-11-19)"
204437,75,39,"[2025-11-14, 2025-11-19)"
204438,429,39,"[2025-11-14, 2025-11-19)"
204442,60,39,"[2025-11-14, 2025-11-19)"
204446,924,39,"[2025-11-14, 2025-11-19)"
204448,221,39,"[2025-11-14, 2025-11-19)"
204449,324,39,"[2025-11-14, 2025-11-19)"
204451,326,39,"[2025-11-14, 2025-11-19)"
204454,517,39,"[2025-11-14, 2025-11-19)"
204457,14,39,"[2025-11-14, 2025-11-19)"
204458,462,39,"[2025-11-14, 2025-11-19)"
204459,387,39,"[2025-11-14, 2025-11-19)"
204460,77,39,"[2025-11-14, 2025-11-19)"
204463,295,39,"[2025-11-14, 2025-11-19)"
204464,816,39,"[2025-11-14, 2025-11-19)"
204468,599,39,"[2025-11-14, 2025-11-19)"
204469,552,39,"[2025-11-14, 2025-11-19)"
204470,13,39,"[2025-11-14, 2025-11-19)"
204473,301,39,"[2025-11-14, 2025-11-19)"
204475,176,39,"[2025-11-14, 2025-11-19)"
204476,440,39,"[2025-11-14, 2025-11-19)"
204479,959,39,"[2025-11-14, 2025-11-19)"
204480,994,39,"[2025-11-14, 2025-11-19)"
204481,453,39,"[2025-11-14, 2025-11-19)"
204483,108,39,"[2025-11-14, 2025-11-19)"
204484,520,39,"[2025-11-14, 2025-11-19)"
204485,107,39,"[2025-11-14, 2025-11-19)"
204487,321,39,"[2025-11-14, 2025-11-19)"
204489,619,39,"[2025-11-14, 2025-11-19)"
204493,106,39,"[2025-11-14, 2025-11-19)"
204494,644,39,"[2025-11-14, 2025-11-19)"
204496,491,39,"[2025-11-14, 2025-11-19)"
204497,876,39,"[2025-11-14, 2025-11-19)"
204498,487,39,"[2025-11-14, 2025-11-19)"
204499,502,39,"[2025-11-14, 2025-11-19)"
204501,821,39,"[2025-11-14, 2025-11-19)"
204502,200,39,"[2025-11-14, 2025-11-19)"
204503,267,39,"[2025-11-14, 2025-11-19)"
204504,862,39,"[2025-11-14, 2025-11-19)"
204505,34,39,"[2025-11-14, 2025-11-19)"
204506,634,39,"[2025-11-14, 2025-11-19)"
204508,554,39,"[2025-11-14, 2025-11-19)"
204509,135,39,"[2025-11-14, 2025-11-19)"
204513,749,39,"[2025-11-14, 2025-11-19)"
204517,95,39,"[2025-11-14, 2025-11-19)"
204520,981,39,"[2025-11-14, 2025-11-19)"
204521,382,39,"[2025-11-14, 2025-11-19)"
204522,972,39,"[2025-11-14, 2025-11-19)"
204523,715,39,"[2025-11-14, 2025-11-19)"
204524,293,39,"[2025-11-14, 2025-11-19)"
204525,249,39,"[2025-11-14, 2025-11-19)"
204529,686,39,"[2025-11-14, 2025-11-19)"
204531,51,40,"[2025-11-21, 2025-11-23)"
204532,477,40,"[2025-11-21, 2025-11-23)"
204533,853,40,"[2025-11-21, 2025-11-23)"
204534,719,40,"[2025-11-21, 2025-11-23)"
204535,463,40,"[2025-11-21, 2025-11-23)"
204536,902,40,"[2025-11-21, 2025-11-23)"
204538,845,40,"[2025-11-21, 2025-11-23)"
204539,577,40,"[2025-11-21, 2025-11-23)"
204540,819,40,"[2025-11-21, 2025-11-23)"
204541,106,40,"[2025-11-21, 2025-11-23)"
204542,795,40,"[2025-11-21, 2025-11-23)"
204543,59,40,"[2025-11-21, 2025-11-23)"
204544,984,40,"[2025-11-21, 2025-11-23)"
204545,231,40,"[2025-11-21, 2025-11-23)"
204547,277,40,"[2025-11-21, 2025-11-23)"
204548,150,40,"[2025-11-21, 2025-11-23)"
204550,975,40,"[2025-11-21, 2025-11-23)"
204551,191,40,"[2025-11-21, 2025-11-23)"
204552,126,40,"[2025-11-21, 2025-11-23)"
204553,815,40,"[2025-11-21, 2025-11-23)"
204556,810,40,"[2025-11-21, 2025-11-23)"
204557,825,40,"[2025-11-21, 2025-11-23)"
204558,499,40,"[2025-11-21, 2025-11-23)"
204559,120,40,"[2025-11-21, 2025-11-23)"
204560,149,40,"[2025-11-21, 2025-11-23)"
204561,356,40,"[2025-11-21, 2025-11-23)"
204563,1000,40,"[2025-11-21, 2025-11-23)"
204565,204,40,"[2025-11-21, 2025-11-23)"
204567,969,40,"[2025-11-21, 2025-11-23)"
204571,100,40,"[2025-11-21, 2025-11-23)"
204572,559,40,"[2025-11-21, 2025-11-23)"
204575,557,40,"[2025-11-21, 2025-11-23)"
204576,309,40,"[2025-11-21, 2025-11-23)"
204578,782,40,"[2025-11-21, 2025-11-23)"
204581,712,40,"[2025-11-21, 2025-11-23)"
204582,214,40,"[2025-11-21, 2025-11-23)"
204583,181,40,"[2025-11-21, 2025-11-23)"
204586,18,40,"[2025-11-21, 2025-11-23)"
204588,6,40,"[2025-11-21, 2025-11-23)"
204589,308,40,"[2025-11-21, 2025-11-23)"
204591,519,40,"[2025-11-21, 2025-11-23)"
204593,673,40,"[2025-11-21, 2025-11-23)"
204598,290,40,"[2025-11-21, 2025-11-23)"
204599,671,40,"[2025-11-21, 2025-11-23)"
204601,980,40,"[2025-11-21, 2025-11-23)"
204603,988,40,"[2025-11-21, 2025-11-23)"
204606,865,40,"[2025-11-21, 2025-11-23)"
204608,818,40,"[2025-11-21, 2025-11-23)"
204609,945,40,"[2025-11-21, 2025-11-23)"
204610,28,40,"[2025-11-21, 2025-11-23)"
204612,144,40,"[2025-11-21, 2025-11-23)"
204614,73,40,"[2025-11-21, 2025-11-23)"
204615,169,40,"[2025-11-21, 2025-11-23)"
204616,238,40,"[2025-11-21, 2025-11-23)"
204617,834,40,"[2025-11-21, 2025-11-23)"
204618,947,40,"[2025-11-21, 2025-11-23)"
204620,301,40,"[2025-11-21, 2025-11-23)"
204621,956,40,"[2025-11-21, 2025-11-23)"
204625,628,40,"[2025-11-21, 2025-11-23)"
204627,707,40,"[2025-11-21, 2025-11-23)"
204628,61,40,"[2025-11-21, 2025-11-23)"
204629,528,40,"[2025-11-21, 2025-11-23)"
204631,184,41,"[2025-12-17, 2025-12-22)"
204633,819,41,"[2025-12-17, 2025-12-22)"
204636,838,41,"[2025-12-17, 2025-12-22)"
204638,878,41,"[2025-12-17, 2025-12-22)"
204641,948,41,"[2025-12-17, 2025-12-22)"
204647,319,41,"[2025-12-17, 2025-12-22)"
204649,401,41,"[2025-12-17, 2025-12-22)"
204652,31,41,"[2025-12-17, 2025-12-22)"
204653,66,41,"[2025-12-17, 2025-12-22)"
204654,566,41,"[2025-12-17, 2025-12-22)"
204656,750,41,"[2025-12-17, 2025-12-22)"
204657,727,41,"[2025-12-17, 2025-12-22)"
204659,201,41,"[2025-12-17, 2025-12-22)"
204661,975,41,"[2025-12-17, 2025-12-22)"
204662,215,41,"[2025-12-17, 2025-12-22)"
204678,274,41,"[2025-12-17, 2025-12-22)"
204679,267,41,"[2025-12-17, 2025-12-22)"
204681,721,41,"[2025-12-17, 2025-12-22)"
204682,491,41,"[2025-12-17, 2025-12-22)"
204685,962,41,"[2025-12-17, 2025-12-22)"
204688,129,41,"[2025-12-17, 2025-12-22)"
204690,283,41,"[2025-12-17, 2025-12-22)"
204692,930,41,"[2025-12-17, 2025-12-22)"
204693,108,41,"[2025-12-17, 2025-12-22)"
204695,548,41,"[2025-12-17, 2025-12-22)"
204698,313,41,"[2025-12-17, 2025-12-22)"
204700,290,41,"[2025-12-17, 2025-12-22)"
204701,600,41,"[2025-12-17, 2025-12-22)"
204705,84,41,"[2025-12-17, 2025-12-22)"
204707,967,41,"[2025-12-17, 2025-12-22)"
204714,18,41,"[2025-12-17, 2025-12-22)"
204716,218,41,"[2025-12-17, 2025-12-22)"
204717,128,41,"[2025-12-17, 2025-12-22)"
204718,248,41,"[2025-12-17, 2025-12-22)"
204721,136,41,"[2025-12-17, 2025-12-22)"
204723,616,41,"[2025-12-17, 2025-12-22)"
204731,455,42,"[2025-12-14, 2025-12-24)"
204732,75,42,"[2025-12-14, 2025-12-24)"
204735,105,42,"[2025-12-14, 2025-12-24)"
204740,699,42,"[2025-12-14, 2025-12-24)"
204746,894,42,"[2025-12-14, 2025-12-24)"
204754,836,42,"[2025-12-14, 2025-12-24)"
204757,552,42,"[2025-12-14, 2025-12-24)"
204760,416,42,"[2025-12-14, 2025-12-24)"
204762,464,42,"[2025-12-14, 2025-12-24)"
204763,959,42,"[2025-12-14, 2025-12-24)"
204767,91,42,"[2025-12-14, 2025-12-24)"
204771,510,42,"[2025-12-14, 2025-12-24)"
204772,755,42,"[2025-12-14, 2025-12-24)"
204774,717,42,"[2025-12-14, 2025-12-24)"
204775,767,42,"[2025-12-14, 2025-12-24)"
204778,907,42,"[2025-12-14, 2025-12-24)"
204779,89,42,"[2025-12-14, 2025-12-24)"
204787,866,42,"[2025-12-14, 2025-12-24)"
204788,534,42,"[2025-12-14, 2025-12-24)"
204794,412,42,"[2025-12-14, 2025-12-24)"
204795,633,42,"[2025-12-14, 2025-12-24)"
204797,488,42,"[2025-12-14, 2025-12-24)"
204798,438,42,"[2025-12-14, 2025-12-24)"
204808,652,42,"[2025-12-14, 2025-12-24)"
204809,846,42,"[2025-12-14, 2025-12-24)"
204810,368,42,"[2025-12-14, 2025-12-24)"
204812,150,42,"[2025-12-14, 2025-12-24)"
204814,296,42,"[2025-12-14, 2025-12-24)"
204816,13,42,"[2025-12-14, 2025-12-24)"
204817,457,42,"[2025-12-14, 2025-12-24)"
204818,481,42,"[2025-12-14, 2025-12-24)"
204822,591,42,"[2025-12-14, 2025-12-24)"
204826,734,42,"[2025-12-14, 2025-12-24)"
204830,769,42,"[2025-12-14, 2025-12-24)"
204832,688,43,"[2025-11-14, 2025-11-24)"
204835,423,43,"[2025-11-14, 2025-11-24)"
204836,892,43,"[2025-11-14, 2025-11-24)"
204838,243,43,"[2025-11-14, 2025-11-24)"
204841,860,43,"[2025-11-14, 2025-11-24)"
204843,706,43,"[2025-11-14, 2025-11-24)"
204846,672,43,"[2025-11-14, 2025-11-24)"
204849,345,43,"[2025-11-14, 2025-11-24)"
204851,995,43,"[2025-11-14, 2025-11-24)"
204855,603,43,"[2025-11-14, 2025-11-24)"
204857,203,43,"[2025-11-14, 2025-11-24)"
204859,701,43,"[2025-11-14, 2025-11-24)"
204860,618,43,"[2025-11-14, 2025-11-24)"
204863,916,43,"[2025-11-14, 2025-11-24)"
204865,606,43,"[2025-11-14, 2025-11-24)"
204866,331,43,"[2025-11-14, 2025-11-24)"
204867,377,43,"[2025-11-14, 2025-11-24)"
204868,22,43,"[2025-11-14, 2025-11-24)"
204872,935,43,"[2025-11-14, 2025-11-24)"
204875,776,43,"[2025-11-14, 2025-11-24)"
204878,473,43,"[2025-11-14, 2025-11-24)"
204882,312,43,"[2025-11-14, 2025-11-24)"
204884,857,43,"[2025-11-14, 2025-11-24)"
204888,566,43,"[2025-11-14, 2025-11-24)"
204889,245,43,"[2025-11-14, 2025-11-24)"
204890,177,43,"[2025-11-14, 2025-11-24)"
204891,704,43,"[2025-11-14, 2025-11-24)"
204894,318,43,"[2025-11-14, 2025-11-24)"
204900,955,43,"[2025-11-14, 2025-11-24)"
204901,319,43,"[2025-11-14, 2025-11-24)"
204904,259,43,"[2025-11-14, 2025-11-24)"
204907,885,43,"[2025-11-14, 2025-11-24)"
204910,550,43,"[2025-11-14, 2025-11-24)"
204911,359,43,"[2025-11-14, 2025-11-24)"
204912,645,43,"[2025-11-14, 2025-11-24)"
204913,205,43,"[2025-11-14, 2025-11-24)"
204915,493,43,"[2025-11-14, 2025-11-24)"
204917,178,43,"[2025-11-14, 2025-11-24)"
204918,379,43,"[2025-11-14, 2025-11-24)"
204921,72,43,"[2025-11-14, 2025-11-24)"
204923,589,43,"[2025-11-14, 2025-11-24)"
204925,362,43,"[2025-11-14, 2025-11-24)"
204929,954,43,"[2025-11-14, 2025-11-24)"
204930,978,43,"[2025-11-14, 2025-11-24)"
204934,735,44,"[2025-12-09, 2025-12-19)"
204939,478,44,"[2025-12-09, 2025-12-19)"
204949,386,44,"[2025-12-09, 2025-12-19)"
204956,147,44,"[2025-12-09, 2025-12-19)"
204961,67,44,"[2025-12-09, 2025-12-19)"
204965,159,44,"[2025-12-09, 2025-12-19)"
204967,923,44,"[2025-12-09, 2025-12-19)"
204968,965,44,"[2025-12-09, 2025-12-19)"
204977,780,44,"[2025-12-09, 2025-12-19)"
204981,452,44,"[2025-12-09, 2025-12-19)"
204982,557,44,"[2025-12-09, 2025-12-19)"
204983,825,44,"[2025-12-09, 2025-12-19)"
204985,851,44,"[2025-12-09, 2025-12-19)"
204991,266,44,"[2025-12-09, 2025-12-19)"
204994,394,44,"[2025-12-09, 2025-12-19)"
204996,649,44,"[2025-12-09, 2025-12-19)"
205003,9,44,"[2025-12-09, 2025-12-19)"
205008,183,44,"[2025-12-09, 2025-12-19)"
205010,942,44,"[2025-12-09, 2025-12-19)"
205012,611,44,"[2025-12-09, 2025-12-19)"
205013,244,44,"[2025-12-09, 2025-12-19)"
205015,740,44,"[2025-12-09, 2025-12-19)"
205017,216,44,"[2025-12-09, 2025-12-19)"
205020,829,44,"[2025-12-09, 2025-12-19)"
205021,237,44,"[2025-12-09, 2025-12-19)"
205023,882,44,"[2025-12-09, 2025-12-19)"
205024,496,44,"[2025-12-09, 2025-12-19)"
205025,788,44,"[2025-12-09, 2025-12-19)"
205030,423,44,"[2025-12-09, 2025-12-19)"
205031,16,45,"[2025-11-06, 2025-11-11)"
205034,444,45,"[2025-11-06, 2025-11-11)"
205035,882,45,"[2025-11-06, 2025-11-11)"
205037,693,45,"[2025-11-06, 2025-11-11)"
205038,758,45,"[2025-11-06, 2025-11-11)"
205043,795,45,"[2025-11-06, 2025-11-11)"
205044,644,45,"[2025-11-06, 2025-11-11)"
205051,298,45,"[2025-11-06, 2025-11-11)"
205052,26,45,"[2025-11-06, 2025-11-11)"
205056,956,45,"[2025-11-06, 2025-11-11)"
205058,178,45,"[2025-11-06, 2025-11-11)"
205059,992,45,"[2025-11-06, 2025-11-11)"
205063,28,45,"[2025-11-06, 2025-11-11)"
205065,23,45,"[2025-11-06, 2025-11-11)"
205066,583,45,"[2025-11-06, 2025-11-11)"
205070,372,45,"[2025-11-06, 2025-11-11)"
205071,388,45,"[2025-11-06, 2025-11-11)"
205072,794,45,"[2025-11-06, 2025-11-11)"
205073,180,45,"[2025-11-06, 2025-11-11)"
205075,741,45,"[2025-11-06, 2025-11-11)"
205076,363,45,"[2025-11-06, 2025-11-11)"
205082,330,45,"[2025-11-06, 2025-11-11)"
205085,702,45,"[2025-11-06, 2025-11-11)"
205087,387,45,"[2025-11-06, 2025-11-11)"
205089,800,45,"[2025-11-06, 2025-11-11)"
205090,346,45,"[2025-11-06, 2025-11-11)"
205092,396,45,"[2025-11-06, 2025-11-11)"
205094,322,45,"[2025-11-06, 2025-11-11)"
205095,455,45,"[2025-11-06, 2025-11-11)"
205097,756,45,"[2025-11-06, 2025-11-11)"
205098,715,45,"[2025-11-06, 2025-11-11)"
205099,911,45,"[2025-11-06, 2025-11-11)"
205100,291,45,"[2025-11-06, 2025-11-11)"
205103,267,45,"[2025-11-06, 2025-11-11)"
205104,209,45,"[2025-11-06, 2025-11-11)"
205108,482,45,"[2025-11-06, 2025-11-11)"
205112,603,45,"[2025-11-06, 2025-11-11)"
205114,779,45,"[2025-11-06, 2025-11-11)"
205115,263,45,"[2025-11-06, 2025-11-11)"
205117,842,45,"[2025-11-06, 2025-11-11)"
205118,233,45,"[2025-11-06, 2025-11-11)"
205127,176,45,"[2025-11-06, 2025-11-11)"
205128,381,45,"[2025-11-06, 2025-11-11)"
205131,411,46,"[2025-12-18, 2025-12-26)"
205132,928,46,"[2025-12-18, 2025-12-26)"
205133,309,46,"[2025-12-18, 2025-12-26)"
205134,806,46,"[2025-12-18, 2025-12-26)"
205135,430,46,"[2025-12-18, 2025-12-26)"
205136,992,46,"[2025-12-18, 2025-12-26)"
205137,117,46,"[2025-12-18, 2025-12-26)"
205139,474,46,"[2025-12-18, 2025-12-26)"
205141,617,46,"[2025-12-18, 2025-12-26)"
205144,306,46,"[2025-12-18, 2025-12-26)"
205145,356,46,"[2025-12-18, 2025-12-26)"
205146,957,46,"[2025-12-18, 2025-12-26)"
205148,26,46,"[2025-12-18, 2025-12-26)"
205151,450,46,"[2025-12-18, 2025-12-26)"
205152,399,46,"[2025-12-18, 2025-12-26)"
205154,888,46,"[2025-12-18, 2025-12-26)"
205155,885,46,"[2025-12-18, 2025-12-26)"
205157,217,46,"[2025-12-18, 2025-12-26)"
205158,22,46,"[2025-12-18, 2025-12-26)"
205160,6,46,"[2025-12-18, 2025-12-26)"
205167,794,46,"[2025-12-18, 2025-12-26)"
205168,292,46,"[2025-12-18, 2025-12-26)"
205172,425,46,"[2025-12-18, 2025-12-26)"
205182,645,46,"[2025-12-18, 2025-12-26)"
205185,519,46,"[2025-12-18, 2025-12-26)"
205187,798,46,"[2025-12-18, 2025-12-26)"
205188,901,46,"[2025-12-18, 2025-12-26)"
205189,408,46,"[2025-12-18, 2025-12-26)"
205190,260,46,"[2025-12-18, 2025-12-26)"
205191,479,46,"[2025-12-18, 2025-12-26)"
205192,631,46,"[2025-12-18, 2025-12-26)"
205193,144,46,"[2025-12-18, 2025-12-26)"
205207,122,46,"[2025-12-18, 2025-12-26)"
205211,79,46,"[2025-12-18, 2025-12-26)"
205212,864,46,"[2025-12-18, 2025-12-26)"
205215,350,46,"[2025-12-18, 2025-12-26)"
205217,151,46,"[2025-12-18, 2025-12-26)"
205223,902,46,"[2025-12-18, 2025-12-26)"
205227,504,46,"[2025-12-18, 2025-12-26)"
205228,672,46,"[2025-12-18, 2025-12-26)"
205229,211,46,"[2025-12-18, 2025-12-26)"
205230,609,46,"[2025-12-18, 2025-12-26)"
205232,35,47,"[2025-12-04, 2025-12-09)"
205233,610,47,"[2025-12-04, 2025-12-09)"
205238,339,47,"[2025-12-04, 2025-12-09)"
205241,741,47,"[2025-12-04, 2025-12-09)"
205242,23,47,"[2025-12-04, 2025-12-09)"
205243,374,47,"[2025-12-04, 2025-12-09)"
205244,511,47,"[2025-12-04, 2025-12-09)"
205246,544,47,"[2025-12-04, 2025-12-09)"
205247,928,47,"[2025-12-04, 2025-12-09)"
205254,21,47,"[2025-12-04, 2025-12-09)"
205255,604,47,"[2025-12-04, 2025-12-09)"
205259,811,47,"[2025-12-04, 2025-12-09)"
205261,705,47,"[2025-12-04, 2025-12-09)"
205264,583,47,"[2025-12-04, 2025-12-09)"
205266,147,47,"[2025-12-04, 2025-12-09)"
205272,140,47,"[2025-12-04, 2025-12-09)"
205273,872,47,"[2025-12-04, 2025-12-09)"
205276,946,47,"[2025-12-04, 2025-12-09)"
205277,898,47,"[2025-12-04, 2025-12-09)"
205280,194,47,"[2025-12-04, 2025-12-09)"
205281,111,47,"[2025-12-04, 2025-12-09)"
205282,835,47,"[2025-12-04, 2025-12-09)"
205285,735,47,"[2025-12-04, 2025-12-09)"
205288,451,47,"[2025-12-04, 2025-12-09)"
205290,94,47,"[2025-12-04, 2025-12-09)"
205291,580,47,"[2025-12-04, 2025-12-09)"
205295,786,47,"[2025-12-04, 2025-12-09)"
205299,259,47,"[2025-12-04, 2025-12-09)"
205303,243,47,"[2025-12-04, 2025-12-09)"
205306,117,47,"[2025-12-04, 2025-12-09)"
205310,369,47,"[2025-12-04, 2025-12-09)"
205315,400,47,"[2025-12-04, 2025-12-09)"
205316,864,47,"[2025-12-04, 2025-12-09)"
205317,305,47,"[2025-12-04, 2025-12-09)"
205318,730,47,"[2025-12-04, 2025-12-09)"
205319,666,47,"[2025-12-04, 2025-12-09)"
205322,392,47,"[2025-12-04, 2025-12-09)"
205327,761,47,"[2025-12-04, 2025-12-09)"
205329,398,47,"[2025-12-04, 2025-12-09)"
205334,308,48,"[2025-12-14, 2025-12-19)"
205335,988,48,"[2025-12-14, 2025-12-19)"
205340,956,48,"[2025-12-14, 2025-12-19)"
205345,355,48,"[2025-12-14, 2025-12-19)"
205347,254,48,"[2025-12-14, 2025-12-19)"
205355,660,48,"[2025-12-14, 2025-12-19)"
205356,713,48,"[2025-12-14, 2025-12-19)"
205359,383,48,"[2025-12-14, 2025-12-19)"
205365,952,48,"[2025-12-14, 2025-12-19)"
205366,146,48,"[2025-12-14, 2025-12-19)"
205370,574,48,"[2025-12-14, 2025-12-19)"
205374,651,48,"[2025-12-14, 2025-12-19)"
205383,694,48,"[2025-12-14, 2025-12-19)"
205384,763,48,"[2025-12-14, 2025-12-19)"
205385,670,48,"[2025-12-14, 2025-12-19)"
205389,892,48,"[2025-12-14, 2025-12-19)"
205399,64,48,"[2025-12-14, 2025-12-19)"
